Game,Score,Reward,Loss,Q_value
0.0,0.0,-1.605585548559754,0.09450642385582303,-0.6179278045892715
1.0,0.0,-1.4769163454870617,0.18833081093397425,-0.4584256634116173
2.0,0.0,-2.2934981264898076,0.09151646444153488,-0.3792152553796768
3.0,0.0,-1.7022706887960903,0.0672057191977843,-0.43787403404712677
4.0,0.0,-0.3238358045249866,0.12816462713683424,0.5615357123315334
5.0,0.0,-1.7996588193006509,0.04588295002032945,-0.40797464549541473
6.0,0.0,-1.966781194108334,0.04004293888432658,-0.26817262545228004
7.0,0.0,-0.43618417124225506,0.1733904888856939,0.7114720940589905
8.0,1.0,-0.8777850903234219,0.05866993468105228,-0.032896339893341064
9.0,0.0,-1.5969010582032193,0.11471491065204878,0.07302631437778473
10.0,0.0,-2.556502761140119,0.13811137449027394,-1.1468348801136017
11.0,0.0,-0.9564470640430127,0.10728535995088745,0.23124083876609802
12.0,0.0,-1.08248800672515,0.0827633726761533,-0.03965791314840317
13.0,0.0,-1.592066093758075,0.07632194462715937,-0.5251540094614029
14.0,0.0,-1.448612633147182,0.05590179248263526,-0.14909463375806808
15.0,0.0,-1.7776271939889008,0.07410148300422852,-0.318781316280365
16.0,0.0,-1.180949752284312,0.06892182332579769,0.05787170119583607
17.0,0.0,-1.7306519507507445,0.1026769670681227,-0.6486109793186188
18.0,0.0,-1.8969471403676148,0.07414810783179658,-0.1623233209247701
19.0,0.0,-1.166920622502022,0.05869526054253782,0.009885914623737335
20.0,0.0,-1.1356111758250529,0.014970242006822966,-0.15603308379650116
21.0,0.0,-1.360176067912216,0.0417971986553778,-0.10950082540512085
22.0,0.0,-1.286444415936618,0.028323052924179137,-0.11050839349627495
23.0,0.0,-1.6215667238588871,0.07137932187142321,-0.34205858409404755
24.0,0.0,-2.6011741292602713,0.051592779003840405,-0.566503643989563
25.0,0.0,-0.8715953769432354,0.04909652013658047,0.1543872207403183
26.0,0.0,-0.9012306141569844,0.11474949481391211,-0.13447236828505993
27.0,0.0,-1.5791167823897774,0.053805168012239356,-0.45091453194618225
28.0,0.0,-1.7822993808642698,0.06124944821904041,-0.11144222132861614
29.0,0.0,-1.2990439793274475,0.03454683437345865,-0.0809653103351593
30.0,0.0,-0.6860918832097432,0.13456780470729274,0.5686286687850952
31.0,0.0,-0.5051775671180511,0.09734418458455449,0.3420395366847515
