Game,Score,Reward,Loss,Q_value
0.0,2.0,-0.5808240346907391,0.43403960594940666,-0.45311303436756134
1.0,2.0,0.6664621040567462,0.5909790202365284,0.8161059617996216
2.0,1.5,0.7159886020555701,0.1617406206616836,0.8809581398963928
3.0,1.5,1.0394220571088024,0.30013211479973767,1.2591632008552551
4.0,1.5,-0.9160104652639428,0.6827057856898237,-0.6690468192100525
5.0,2.0,0.3359825307673623,0.4205257132741975,0.6378471553325653
6.0,1.5,-4.827401428915925,1.6488768085837364,-4.601225983351469
7.0,1.5,-1.3856153094695411,0.8376248758658766,-1.150637149810791
8.0,1.5,0.5331012680782541,0.1255608168176806,0.8216694593429565
9.0,1.0,0.3209979597018629,0.17802693559817734,0.6623688526451588
10.0,1.5,-1.3609430197765988,0.753400877971823,-0.9121105670928955
11.0,1.5,-0.7484080919831955,0.5527183317180191,-0.3090706169605255
12.0,1.5,1.1156955994218525,0.41762985404225716,1.6056846976280212
13.0,1.5,-0.23773019529191658,0.4499397206841511,0.25426121056079865
14.0,2.0,0.5348429091304071,0.35032167880511506,1.086523026227951
15.0,1.5,-4.208747356841414,1.5210320154825845,-3.7667981386184692
16.0,1.5,-4.268698437663996,1.3759991488789507,-3.896968960762024
17.0,1.5,-1.136273469850699,0.8412465847851265,-0.6532720327377319
18.0,1.5,-0.2716548980323795,0.3877160924405104,0.263867512345314
19.0,1.5,0.5753715187409478,0.44211047180727414,1.1849618554115295
20.0,1.5,-1.0103438144405161,0.7217770000919699,-0.33165478706359863
21.0,1.5,-2.4262957088781767,1.1847671896651173,-1.8599393367767334
22.0,1.5,0.8252218608051015,0.24327986036840377,1.691836178302765
23.0,1.5,-2.0634450906299566,1.0150193827083478,-1.2739586532115936
24.0,1.5,-0.5124750448917188,0.46510213064695044,0.4979231059551239
25.0,2.0,0.8966913720988008,0.09530129920282043,2.157130241394043
26.0,1.5,-3.6042088986883263,1.3827492694060006,-2.571794681251049
27.0,1.5,-0.3166331314730182,0.64179515351657,0.8907027319073677
28.0,2.0,1.052099375786749,0.19873713179795438,2.7485275268554688
29.0,1.5,0.7085695065708725,0.4325129234177225,2.6370677947998047
30.0,1.5,-2.3435101032789314,1.2070709133432025,-0.367326021194458
31.0,1.5,-0.8964260463246425,0.7562898298388624,1.373245358467102
32.0,1.5,-0.8258693550810323,0.7375993672935736,1.5246104001998901
33.0,2.0,1.23250975869202,0.24729008373904088,4.019098162651062
34.0,1.5,-0.2624235861437179,0.486006598883705,2.5005221366882324
35.0,1.5,0.0925300812766322,0.4755278250660776,3.3745832443237305
36.0,1.0,1.3688098105160762,0.25348292102964076,5.973796129226685
37.0,2.0,0.008203367849478116,0.33443852555550657,5.287275195121765
38.0,1.5,-4.840778440750631,1.774803843214893,-0.5198979377746582
39.0,2.0,-0.5618146225127476,0.63592680228693,4.325767755508423
40.0,1.5,0.19384246985538378,0.23786838683026149,4.8389376401901245
41.0,1.0,0.831774083765519,0.18209871450338883,5.547470331192017
42.0,1.5,-0.32207952897551806,0.5682451915674943,4.620741367340088
43.0,1.5,0.5517623483558427,0.1698558350340938,6.169914484024048
44.0,1.5,-0.613966293138851,0.6196172082576555,3.837876558303833
45.0,1.5,-4.651778504664303,1.7271272675020555,-0.7050609588623047
46.0,1.5,-3.0028309340670805,1.2703707623140266,1.337358832359314
47.0,1.5,-5.447290363761251,2.0334173272463625,-2.1570647954940796
48.0,1.5,0.36267788497313075,0.4310909551524764,5.104467749595642
49.0,1.5,-2.2140544847618386,1.1445704507182366,2.2784390449523926
50.0,1.5,0.7929379627933211,0.2678870001147486,6.796749114990234
51.0,1.5,-0.45393419742832475,0.7341302907583304,5.641917586326599
52.0,1.5,0.756285611452777,0.2410309744750556,7.64177393913269
53.0,2.0,1.9710459034203192,0.1971908375637741,9.52908706665039
54.0,1.0,0.3585488486809756,0.32194775177378304,9.157042503356934
55.0,2.0,-0.03789377122896875,0.6310502769311741,7.883750677108765
56.0,1.5,1.2030458189299194,0.3530319820568317,9.773363590240479
57.0,2.0,1.466924429183722,0.2286204620310881,10.63588571548462
58.0,1.5,-0.963775897542117,0.8801246700824776,7.416618824005127
59.0,1.5,1.0283600847699987,0.14740267888268904,11.010576725006104
60.0,1.5,-0.5578124963402231,0.8966809782692333,8.414916515350342
61.0,1.5,0.5514909962943546,0.4019576626987855,11.39670991897583
62.0,1.5,1.0175980486092635,0.15032692033959982,12.179445266723633
63.0,1.5,-0.37250241949989904,0.6307129832456322,9.916571617126465
64.0,2.0,0.4053394307591822,0.6883119645795933,10.114708423614502
65.0,1.5,-2.703222695807673,1.4201817584728649,5.570477485656738
66.0,1.5,-2.1280172596942326,1.26162568082167,5.530549049377441
67.0,2.0,1.5441470352467135,0.06052720608256103,11.424535274505615
68.0,1.5,0.8799415644588859,0.4059767643778945,13.395941257476807
69.0,1.5,-4.408210895855475,2.388988394443489,4.792426586151123
70.0,2.0,0.1630692375016457,0.5461077315741146,11.744864463806152
71.0,2.0,1.1792615648664997,0.1297697275366982,13.187666893005371
72.0,1.5,0.5530438950456742,0.39342550139426447,12.230214595794678
73.0,1.5,-0.5637515880129409,0.7493262687632891,10.186001300811768
74.0,1.5,0.7652451741287416,0.1424634694330459,11.68065595626831
75.0,1.5,-0.590421379228933,0.7498265426230746,9.038167953491211
76.0,2.0,0.7991680250486071,0.3195153542636423,10.667769432067871
77.0,1.5,0.31169515645731427,0.539605961359306,9.993155002593994
78.0,2.0,1.3104460107155036,0.040360062225744286,11.957630634307861
79.0,1.5,-1.1938151347017734,1.037796028819161,7.918266534805298
80.0,2.0,1.6179937522582712,0.11649693550639247,12.795813083648682
81.0,1.5,0.21637763491487255,0.4493337078896426,12.149918556213379
82.0,1.5,1.3605082839533265,0.09986813978243683,14.832014083862305
83.0,1.5,-1.9615341017821293,1.6263087019233615,10.069823265075684
84.0,1.5,0.7994624287602712,0.17298804366520532,15.010986328125
85.0,2.0,1.1735756999948987,0.21345538320176352,13.661195278167725
86.0,1.5,-0.30606262173500054,0.606584075747273,10.755263805389404
87.0,1.5,-0.2655965992010332,0.6254689580446546,11.02251386642456
88.0,2.0,-1.4891936183559753,0.9722614234902317,9.368485927581787
89.0,2.0,1.0553444010382849,0.11045851503099097,13.032262802124023
90.0,1.5,0.8945762681975331,0.22001140491283877,12.672619342803955
91.0,1.5,0.6523039962810633,0.33851482983983877,12.535723209381104
92.0,1.5,0.8657680106382176,0.20156867892882135,11.999357223510742
93.0,1.5,0.1046096028075787,0.5747783811465423,11.264887809753418
94.0,1.5,0.7901187832656266,0.3335995871711509,12.739052295684814
95.0,1.5,0.4227796638144912,0.35609448572358887,13.059330940246582
96.0,2.0,1.332099234086129,0.17890554151105334,13.734989166259766
97.0,1.5,0.9984226495355026,0.1071587402369108,13.783952713012695
98.0,2.0,0.8217041729692081,0.20645763806782108,13.304351329803467
99.0,2.0,0.7642764047829342,0.18147802253920903,12.559142112731934
100.0,2.0,0.7831345754181898,0.22821572028548867,11.88913869857788
101.0,1.5,-2.647213437023087,1.5596745415791198,6.391421616077423
102.0,1.5,-2.233118190558248,1.3500490819637345,6.750318229198456
103.0,1.5,0.5891721425256186,0.1729091789096021,11.405534267425537
104.0,1.5,0.9022893548202808,0.09145490568297773,11.422629833221436
105.0,1.5,0.613981592115155,0.22792591921241487,10.097330570220947
106.0,1.5,-4.598271561505359,2.1411665509658633,2.4027416706085205
107.0,1.5,-1.9482001058042981,1.2877999350325713,7.134320884943008
108.0,1.5,1.0375799314492038,0.16804273723159002,12.69930362701416
109.0,1.5,-4.647425300511994,2.3147160348661906,2.97131609916687
110.0,2.0,0.6811763545255376,0.18518739217166214,11.425050735473633
111.0,2.0,1.9925514953076071,0.13237428598761283,12.762657165527344
112.0,1.5,-0.6537090669703116,0.8943594990283809,9.661364555358887
113.0,1.5,-2.962335764211044,1.6824937307198222,7.2182183265686035
114.0,1.5,-1.2631163934946392,1.1525361689586033,9.128732204437256
115.0,1.5,-0.7998612039210069,0.7408683058633795,9.789507389068604
116.0,1.5,-4.096614342828554,1.9838594173142767,3.7595269680023193
117.0,1.5,0.2870138616053042,0.48482752564212594,10.335801362991333
118.0,1.5,-6.094376986249048,2.707469677971676,0.6231157779693604
119.0,1.5,-4.0970565958895415,1.9082865341244075,3.664093255996704
120.0,1.5,0.9217850943364837,0.2894779385678703,10.74705982208252
121.0,2.0,0.31164663798103587,0.3556028510070527,9.583971977233887
122.0,2.0,0.9088165202980426,0.22009374752222666,10.035468101501465
123.0,2.0,1.2854865116498364,0.06511647754062845,12.149847030639648
124.0,1.5,-2.429585881883632,1.4714073049268983,7.2032599449157715
125.0,1.5,1.1669172838908473,0.15161192560096842,13.451245307922363
126.0,1.5,0.9396084291477784,0.2172607333775397,12.85022258758545
127.0,1.5,-2.173727470992569,1.5954204484971428,7.8326826095581055
128.0,1.5,-3.980082786677859,2.025527392397942,5.740810871124268
129.0,1.5,1.4596939938638065,0.18154370269368458,14.116087913513184
130.0,1.5,-2.8630823277041557,1.64716831614766,7.6433281898498535
131.0,1.5,-0.3114178941340868,0.7480889437271373,11.297328233718872
132.0,2.0,0.38834164471630384,0.36414320844527037,11.885525226593018
133.0,1.5,-2.357444111279028,1.4585730768712764,7.3389939069747925
134.0,1.5,-1.0486117058782958,0.9466788556024507,9.49202585220337
135.0,1.5,-3.302840954581075,1.7336523154749144,5.352509379386902
136.0,2.0,0.03179293350529182,0.5602877855675269,9.790742874145508
137.0,1.5,0.11149447150767289,0.3876937301640907,9.649849653244019
138.0,1.5,0.49959455937721164,0.32837816736714204,10.128497123718262
139.0,1.5,-0.9764192107377538,0.8266504558379406,8.6727876663208
140.0,2.0,1.1266630081015188,0.1752145096174069,11.334959983825684
141.0,1.5,1.3605858695943556,0.18053326589150115,12.73555326461792
