Game,Score,Epsilon,Reward,Loss,Q_value
624.0,0,500.0,3.0,0.0,4.0
625.0,0,500.0,3.0,0.0,4.0
626.0,2,500.0,4.0,0.0,2.0
627.0,0,500.0,3.0,0.0,3.0
628.0,0,500.0,4.0,0.0,5.0
629.0,0,500.0,4.0,0.0,5.0
630.0,0,500.0,3.0,0.0,1.0
631.0,0,500.0,3.0,0.0,3.0
632.0,1,500.0,3.0,0.0,5.0
633.0,0,500.0,3.0,0.0,3.0
634.0,1,500.0,3.0,0.0,3.0
635.0,1,500.0,4.0,0.0,5.0
636.0,1,500.0,3.0,0.0,5.0
637.0,0,500.0,3.0,0.0,4.0
638.0,0,500.0,3.0,1.0,1.0
639.0,0,500.0,3.0,2.0,-1.0
640.0,0,500.0,3.0,0.0,3.0
641.0,1,500.0,3.0,1.0,1.0
642.0,1,500.0,3.0,1.0,1.0
643.0,0,500.0,3.0,1.0,0.0
644.0,1,500.0,3.0,0.0,3.0
645.0,0,500.0,3.0,1.0,2.0
646.0,0,500.0,4.0,0.0,4.0
647.0,0,500.0,3.0,0.0,4.0
648.0,0,500.0,3.0,1.0,7.0
649.0,0,500.0,3.0,1.0,1.0
650.0,1,500.0,3.0,1.0,1.0
651.0,0,500.0,3.0,0.0,4.0
652.0,0,500.0,3.0,0.0,2.0
653.0,1,500.0,3.0,0.0,3.0
654.0,0,500.0,3.0,0.0,2.0
655.0,1,500.0,3.0,0.0,5.0
656.0,0,500.0,4.0,0.0,5.0
657.0,1,500.0,3.0,0.0,4.0
658.0,1,500.0,4.0,0.0,3.0
659.0,0,500.0,4.0,0.0,3.0
660.0,0,500.0,3.0,0.0,3.0
661.0,0,500.0,3.0,0.0,4.0
662.0,0,500.0,3.0,0.0,2.0
663.0,1,500.0,3.0,0.0,5.0
664.0,1,500.0,4.0,0.0,3.0
665.0,0,500.0,3.0,1.0,5.0
666.0,1,500.0,3.0,0.0,2.0
667.0,0,500.0,3.0,0.0,4.0
668.0,0,500.0,4.0,1.0,1.0
669.0,0,500.0,3.0,0.0,4.0
670.0,0,500.0,3.0,0.0,3.0
671.0,0,500.0,3.0,1.0,2.0
672.0,0,500.0,3.0,0.0,3.0
673.0,0,500.0,3.0,0.0,2.0
674.0,0,500.0,3.0,1.0,5.0
675.0,0,500.0,3.0,0.0,4.0
676.0,0,500.0,3.0,0.0,3.0
677.0,0,500.0,3.0,1.0,1.0
678.0,0,500.0,4.0,0.0,5.0
679.0,0,500.0,3.0,0.0,4.0
680.0,0,500.0,3.0,0.0,3.0
681.0,0,500.0,3.0,0.0,0.0
682.0,0,500.0,3.0,0.0,2.0
683.0,0,500.0,3.0,1.0,4.0
684.0,0,500.0,3.0,0.0,2.0
685.0,0,500.0,3.0,0.0,1.0
686.0,0,500.0,4.0,0.0,5.0
687.0,0,500.0,3.0,2.0,12.0
688.0,1,500.0,4.0,1.0,1.0
689.0,1,500.0,4.0,0.0,4.0
690.0,0,500.0,3.0,0.0,4.0
691.0,1,500.0,4.0,0.0,3.0
692.0,0,500.0,4.0,0.0,2.0
693.0,0,500.0,3.0,0.0,5.0
694.0,0,500.0,3.0,1.0,3.0
695.0,1,500.0,3.0,0.0,1.0
696.0,1,500.0,3.0,0.0,3.0
697.0,0,500.0,3.0,0.0,4.0
698.0,0,500.0,4.0,0.0,3.0
699.0,1,500.0,3.0,1.0,6.0
700.0,0,500.0,3.0,0.0,1.0
701.0,0,500.0,4.0,0.0,3.0
702.0,0,500.0,3.0,0.0,1.0
703.0,0,500.0,4.0,1.0,2.0
704.0,0,500.0,3.0,0.0,4.0
705.0,1,500.0,4.0,1.0,1.0
706.0,0,500.0,4.0,0.0,5.0
707.0,0,500.0,3.0,1.0,3.0
708.0,0,500.0,4.0,0.0,3.0
709.0,0,500.0,4.0,0.0,2.0
710.0,0,500.0,4.0,0.0,4.0
711.0,1,500.0,3.0,1.0,3.0
712.0,0,500.0,3.0,0.0,2.0
713.0,0,500.0,4.0,0.0,2.0
714.0,0,500.0,4.0,0.0,2.0
715.0,0,500.0,3.0,1.0,0.0
716.0,0,500.0,3.0,2.0,8.0
717.0,0,500.0,3.0,1.0,5.0
718.0,0,500.0,3.0,0.0,2.0
719.0,0,500.0,3.0,0.0,3.0
720.0,0,500.0,3.0,1.0,-2.0
721.0,1,500.0,3.0,1.0,6.0
722.0,0,500.0,3.0,1.0,6.0
723.0,1,500.0,3.0,0.0,1.0
724.0,0,500.0,3.0,0.0,2.0
725.0,0,500.0,3.0,0.0,1.0
726.0,1,500.0,3.0,0.0,3.0
727.0,1,500.0,3.0,0.0,3.0
728.0,0,500.0,3.0,0.0,4.0
729.0,1,500.0,3.0,0.0,3.0
730.0,0,500.0,3.0,0.0,1.0
731.0,0,500.0,3.0,0.0,4.0
732.0,1,500.0,3.0,0.0,3.0
733.0,1,500.0,3.0,0.0,3.0
734.0,0,500.0,3.0,0.0,4.0
735.0,0,500.0,3.0,0.0,2.0
736.0,0,500.0,3.0,1.0,8.0
737.0,1,500.0,3.0,0.0,4.0
738.0,0,500.0,3.0,0.0,6.0
739.0,0,500.0,4.0,1.0,4.0
740.0,0,500.0,3.0,0.0,1.0
741.0,1,500.0,3.0,1.0,9.0
742.0,0,500.0,3.0,0.0,3.0
743.0,0,500.0,3.0,0.0,5.0
744.0,1,500.0,3.0,0.0,4.0
745.0,1,500.0,3.0,1.0,4.0
746.0,1,500.0,3.0,0.0,6.0
747.0,0,500.0,3.0,1.0,5.0
748.0,0,500.0,3.0,1.0,2.0
749.0,0,500.0,3.0,1.0,3.0
750.0,0,500.0,3.0,1.0,3.0
751.0,0,500.0,3.0,0.0,2.0
752.0,0,500.0,3.0,0.0,2.0
753.0,0,500.0,3.0,0.0,2.0
754.0,1,500.0,3.0,0.0,4.0
755.0,1,500.0,3.0,0.0,5.0
756.0,2,500.0,4.0,0.0,3.0
757.0,1,500.0,4.0,0.0,4.0
758.0,1,500.0,3.0,1.0,7.0
759.0,1,500.0,3.0,0.0,3.0
760.0,0,500.0,3.0,0.0,4.0
761.0,2,500.0,4.0,0.0,5.0
762.0,1,500.0,3.0,0.0,3.0
763.0,2,500.0,3.0,0.0,3.0
764.0,0,500.0,4.0,0.0,3.0
765.0,1,500.0,4.0,0.0,1.0
766.0,1,500.0,3.0,0.0,2.0
767.0,0,500.0,4.0,1.0,6.0
768.0,0,500.0,3.0,1.0,4.0
769.0,0,500.0,3.0,0.0,3.0
770.0,0,500.0,3.0,0.0,2.0
771.0,0,500.0,3.0,0.0,5.0
772.0,0,500.0,4.0,1.0,10.0
773.0,1,500.0,3.0,0.0,2.0
774.0,0,500.0,3.0,0.0,4.0
775.0,1,500.0,3.0,1.0,2.0
776.0,0,500.0,3.0,0.0,5.0
777.0,0,500.0,3.0,2.0,-2.0
778.0,0,500.0,3.0,0.0,3.0
779.0,0,500.0,3.0,0.0,3.0
780.0,0,500.0,3.0,0.0,2.0
781.0,0,500.0,4.0,0.0,4.0
782.0,0,500.0,3.0,0.0,3.0
783.0,0,500.0,3.0,0.0,3.0
784.0,0,500.0,3.0,0.0,1.0
785.0,0,500.0,3.0,0.0,-2.0
786.0,0,500.0,3.0,0.0,4.0
787.0,0,500.0,3.0,1.0,2.0
788.0,0,500.0,4.0,0.0,3.0
789.0,1,500.0,3.0,0.0,5.0
790.0,1,500.0,3.0,0.0,2.0
791.0,0,500.0,3.0,2.0,13.0
792.0,0,500.0,3.0,0.0,1.0
793.0,0,500.0,3.0,0.0,2.0
794.0,1,500.0,3.0,0.0,3.0
795.0,1,500.0,3.0,1.0,9.0
796.0,1,500.0,3.0,1.0,0.0
797.0,1,500.0,3.0,0.0,1.0
798.0,1,500.0,3.0,0.0,2.0
799.0,1,500.0,3.0,0.0,5.0
800.0,0,500.0,3.0,0.0,0.0
801.0,1,500.0,3.0,0.0,5.0
802.0,1,500.0,3.0,0.0,5.0
803.0,0,500.0,3.0,0.0,4.0
804.0,0,500.0,3.0,0.0,2.0
805.0,1,500.0,3.0,1.0,3.0
806.0,0,500.0,3.0,1.0,5.0
807.0,0,500.0,3.0,1.0,4.0
808.0,0,500.0,3.0,0.0,2.0
809.0,0,500.0,3.0,0.0,3.0
810.0,1,500.0,3.0,0.0,1.0
811.0,0,500.0,3.0,0.0,1.0
812.0,0,500.0,3.0,0.0,1.0
813.0,0,500.0,3.0,1.0,4.0
814.0,0,500.0,3.0,0.0,5.0
815.0,1,500.0,3.0,0.0,1.0
816.0,0,500.0,3.0,1.0,3.0
817.0,0,500.0,3.0,0.0,0.0
818.0,0,500.0,3.0,0.0,3.0
819.0,0,500.0,4.0,0.0,2.0
820.0,1,500.0,3.0,0.0,3.0
821.0,0,500.0,3.0,0.0,2.0
822.0,0,500.0,3.0,2.0,-2.0
823.0,0,500.0,3.0,0.0,1.0
824.0,0,500.0,3.0,1.0,-2.0
825.0,1,500.0,3.0,0.0,3.0
826.0,0,500.0,3.0,0.0,4.0
827.0,1,500.0,3.0,0.0,4.0
828.0,0,500.0,3.0,0.0,5.0
829.0,0,500.0,3.0,0.0,3.0
830.0,1,500.0,3.0,0.0,3.0
831.0,0,500.0,3.0,0.0,5.0
832.0,2,500.0,3.0,0.0,5.0
833.0,0,500.0,3.0,1.0,-1.0
834.0,0,500.0,3.0,0.0,3.0
835.0,1,500.0,3.0,0.0,3.0
836.0,0,500.0,3.0,1.0,5.0
837.0,0,500.0,3.0,0.0,3.0
838.0,1,500.0,3.0,0.0,4.0
839.0,0,500.0,3.0,0.0,6.0
840.0,0,500.0,3.0,0.0,2.0
841.0,0,500.0,3.0,0.0,6.0
842.0,0,500.0,3.0,0.0,2.0
843.0,1,500.0,4.0,0.0,2.0
844.0,2,500.0,4.0,0.0,2.0
845.0,2,500.0,3.0,0.0,3.0
846.0,0,500.0,3.0,0.0,4.0
847.0,0,500.0,4.0,0.0,2.0
848.0,0,500.0,3.0,0.0,3.0
849.0,0,500.0,3.0,0.0,0.0
850.0,1,500.0,3.0,0.0,5.0
851.0,0,500.0,3.0,0.0,2.0
852.0,0,500.0,3.0,0.0,3.0
853.0,0,500.0,3.0,0.0,1.0
854.0,0,500.0,3.0,0.0,3.0
855.0,0,500.0,3.0,0.0,2.0
856.0,0,500.0,3.0,0.0,2.0
857.0,0,500.0,3.0,0.0,4.0
858.0,0,500.0,3.0,0.0,3.0
859.0,1,500.0,3.0,0.0,4.0
860.0,0,500.0,3.0,1.0,0.0
861.0,0,500.0,3.0,0.0,2.0
862.0,0,500.0,3.0,0.0,2.0
863.0,0,500.0,3.0,0.0,3.0
864.0,0,500.0,3.0,1.0,7.0
865.0,0,500.0,3.0,1.0,4.0
866.0,0,500.0,4.0,1.0,1.0
